UF,Município,co_municipio_ibge,Laboratório,Total de Doses Aplicadas,1ª Dose,2ª Dose,Dose Reforço,2ª Dose Reforço,Dose Adicional,Dose Única
RS,Gramado Dos Loureiros,430912,-,1,1,0,0,0,0,0
RS,Gramado Xavier,430915,Pfizer,3.320,1.130,984,1.177,13,16,0
RS,Gramado Xavier,430915,Astrazeneca,2.551,1.193,1.108,225,23,2,0
RS,Gramado Xavier,430915,Coronavac,1.118,599,516,1,2,0,0
RS,Gramado Xavier,430915,Janssen,211,0,0,94,9,0,108
RS,Gramado Xavier,430915,-,10,5,5,0,0,0,0
RS,Gravataí,430920,Pfizer,255.566,84.928,73.655,90.294,276,6.413,0
RS,Gravataí,430920,Astrazeneca,164.170,80.733,77.047,4.451,1.075,864,0
RS,Gravataí,430920,Coronavac,124.327,64.457,55.080,4.391,159,240,0
RS,Gravataí,430920,Janssen,17.161,0,0,7.356,2.425,1.022,6.358
RS,Gravataí,430920,-,4.144,722,2.950,365,80,27,0
RS,Guabiju,430925,Pfizer,1.659,341,311,1.005,0,2,0
RS,Guabiju,430925,Astrazeneca,1.250,643,580,4,23,0,0
RS,Guabiju,430925,Coronavac,778,400,378,0,0,0,0
RS,Guabiju,430925,Janssen,107,0,0,61,10,0,36
RS,Guabiju,430925,-,7,1,6,0,0,0,0
RS,Guaíba,430930,Pfizer,84.279,27.440,24.236,31.882,45,676,0
RS,Guaíba,430930,Astrazeneca,63.680,29.798,28.902,4.836,53,91,0
RS,Guaíba,430930,Coronavac,48.463,23.923,21.098,3.290,37,115,0
RS,Guaíba,430930,Janssen,10.668,0,0,6.668,1.529,45,2.426
RS,Guaíba,430930,-,816,75,554,178,8,1,0
RS,Guaporé,430940,Pfizer,23.809,7.868,7.233,8.689,5,14,0
RS,Guaporé,430940,Astrazeneca,16.214,7.864,7.743,606,0,1,0
RS,Guaporé,430940,Coronavac,10.847,5.730,5.117,0,0,0,0
RS,Guaporé,430940,Janssen,2.659,0,0,1.478,411,0,770
RS,Guaporé,430940,-,249,17,232,0,0,0,0
RS,Guarani Das Missões,430950,Pfizer,7.523,2.039,1.819,3.601,9,55,0
RS,Guarani Das Missões,430950,Astrazeneca,5.669,2.686,2.564,368,51,0,0
RS,Guarani Das Missões,430950,Coronavac,3.940,2.040,1.894,6,0,0,0
RS,Guarani Das Missões,430950,Janssen,709,0,0,223,280,13,193
RS,Guarani Das Missões,430950,-,11,4,7,0,0,0,0
RS,Harmonia,430955,Pfizer,3.173,1.226,1.045,886,1,15,0
RS,Harmonia,430955,Astrazeneca,2.944,1.503,1.441,0,0,0,0
RS,Harmonia,430955,Coronavac,2.625,1.341,1.280,3,1,0,0
RS,Harmonia,430955,Janssen,247,0,0,103,0,0,144
RS,Harmonia,430955,-,9,0,9,0,0,0,0
RS,Herval,430710,Astrazeneca,6.542,3.175,2.966,288,95,18,0
RS,Herval,430710,Pfizer,5.590,1.421,1.270,2.882,10,7,0
RS,Herval,430710,Coronavac,2.465,1.254,1.210,0,0,1,0
RS,Herval,430710,Janssen,577,0,0,244,74,90,169
RS,Herval,430710,-,54,25,29,0,0,0,0
RS,Herveiras,430957,Pfizer,2.822,887,808,1.076,51,0,0
RS,Herveiras,430957,Astrazeneca,1.807,858,847,102,0,0,0
RS,Herveiras,430957,Coronavac,1.254,640,612,2,0,0,0
RS,Herveiras,430957,Janssen,220,0,0,143,2,0,75
RS,Herveiras,430957,-,7,1,6,0,0,0,0
RS,Horizontina,430960,Pfizer,17.426,6.107,5.642,5.598,0,79,0
RS,Horizontina,430960,Astrazeneca,12.390,5.869,5.742,777,0,2,0
RS,Horizontina,430960,Coronavac,7.229,3.643,3.586,0,0,0,0
RS,Horizontina,430960,Janssen,900,0,0,417,0,2,481
RS,Hulha Negra,430965,Astrazeneca,5.837,2.741,2.673,382,36,5,0
RS,Hulha Negra,430965,Pfizer,4.152,1.154,1.041,1.947,0,10,0
RS,Hulha Negra,430965,Coronavac,1.910,1.035,875,0,0,0,0
RS,Hulha Negra,430965,Janssen,655,0,0,424,20,61,150
RS,Hulha Negra,430965,-,10,1,9,0,0,0,0
RS,Humaitá,430970,Pfizer,4.569,1.341,1.257,1.971,0,0,0
RS,Humaitá,430970,Astrazeneca,3.862,1.692,1.653,499,18,0,0
RS,Humaitá,430970,Coronavac,2.136,1.115,996,20,5,0,0
RS,Humaitá,430970,Janssen,371,0,0,205,37,0,129
RS,Humaitá,430970,-,55,0,53,2,0,0,0
RS,Ibarama,430975,Pfizer,4.042,1.219,1.187,1.615,0,21,0
RS,Ibarama,430975,Astrazeneca,2.417,1.087,1.068,199,63,0,0
RS,Ibarama,430975,Coronavac,2.279,1.150,1.105,24,0,0,0
RS,Ibarama,430975,Janssen,383,0,0,266,2,0,115
RS,Ibarama,430975,-,31,9,21,1,0,0,0
RS,Ibiaçá,430980,Pfizer,4.973,1.235,1.116,2.598,0,24,0
RS,Ibiaçá,430980,Astrazeneca,3.887,1.931,1.905,51,0,0,0
RS,Ibiaçá,430980,Coronavac,2.155,1.101,1.054,0,0,0,0
RS,Ibiaçá,430980,Janssen,572,0,0,312,149,3,108
RS,Ibiaçá,430980,-,33,2,31,0,0,0,0
RS,Ibiraiaras,430990,Pfizer,7.726,2.008,1.834,3.844,0,40,0
RS,Ibiraiaras,430990,Astrazeneca,5.315,2.499,2.485,203,128,0,0
RS,Ibiraiaras,430990,Coronavac,3.383,1.703,1.679,1,0,0,0
RS,Ibiraiaras,430990,Janssen,868,0,0,499,196,0,173
RS,Ibiraiaras,430990,-,9,0,9,0,0,0,0
RS,Ibirapuitã,430995,Pfizer,3.810,1.221,1.089,1.491,0,9,0
RS,Ibirapuitã,430995,Astrazeneca,2.508,1.234,1.200,68,6,0,0
RS,Ibirapuitã,430995,Coronavac,1.761,933,827,1,0,0,0
RS,Ibirapuitã,430995,Janssen,300,0,0,188,14,2,96
RS,Ibirapuitã,430995,-,46,4,42,0,0,0,0
RS,Ibirubá,431000,Pfizer,22.319,7.748,6.718,7.667,0,186,0
RS,Ibirubá,431000,Astrazeneca,14.889,6.669,6.480,1.562,176,2,0
RS,Ibirubá,431000,Coronavac,7.818,3.936,3.730,60,82,10,0
RS,Ibirubá,431000,Janssen,1.239,0,0,591,96,13,539
RS,Ibirubá,431000,-,93,8,18,12,53,2,0
RS,Igrejinha,431010,Pfizer,33.544,10.469,9.456,13.271,192,156,0
RS,Igrejinha,431010,Astrazeneca,22.314,11.223,10.566,524,0,1,0
RS,Igrejinha,431010,Coronavac,14.148,7.201,6.788,156,0,3,0
RS,Igrejinha,431010,Janssen,1.901,0,0,875,0,1,1.025
RS,Ijuí,431020,Pfizer,73.189,22.931,19.642,30.382,3,231,0
RS,Ijuí,431020,Astrazeneca,59.816,27.901,27.324,4.177,407,7,0
RS,Ijuí,431020,Coronavac,40.025,21.199,18.597,220,8,1,0
RS,Ijuí,431020,Janssen,6.318,0,0,2.645,1.047,3,2.623
RS,Ijuí,431020,-,548,14,533,1,0,0,0
RS,Ilópolis,431030,Pfizer,4.155,1.013,909,2.207,0,26,0
RS,Ilópolis,431030,Astrazeneca,3.005,1.462,1.414,126,0,3,0
RS,Ilópolis,431030,Coronavac,2.473,1.251,1.215,7,0,0,0
RS,Ilópolis,431030,Janssen,227,0,0,123,19,0,85
RS,Ilópolis,431030,-,19,5,14,0,0,0,0
RS,Imbé,431033,Pfizer,26.308,7.190,6.487,12.236,281,114,0
RS,Imbé,431033,Coronavac,18.585,9.620,7.815,1.078,68,4,0
RS,Imbé,431033,Astrazeneca,15.151,7.767,6.587,349,435,13,0
RS,Imbé,431033,Janssen,1.556,0,0,635,159,108,654
RS,Imbé,431033,-,178,19,159,0,0,0,0
RS,Imigrante,431036,Pfizer,2.845,931,831,1.051,1,31,0
RS,Imigrante,431036,Astrazeneca,2.221,1.002,971,230,0,18,0
RS,Imigrante,431036,Coronavac,2.068,996,944,105,21,2,0
RS,Imigrante,431036,Janssen,158,0,0,74,6,1,77
RS,Imigrante,431036,-,30,6,18,6,0,0,0
RS,Independência,431040,Pfizer,6.439,1.745,1.846,2.845,0,3,0
RS,Independência,431040,Astrazeneca,4.228,2.169,1.881,178,0,0,0
RS,Independência,431040,Coronavac,3.249,1.629,1.560,60,0,0,0
RS,Independência,431040,Janssen,256,0,0,95,0,23,138
RS,Independência,431040,-,11,5,6,0,0,0,0
RS,Inhacorá,431041,Pfizer,1.746,589,495,654,2,6,0
RS,Inhacorá,431041,Astrazeneca,1.521,748,689,63,21,0,0
RS,Inhacorá,431041,Coronavac,809,430,379,0,0,0,0
RS,Inhacorá,431041,Janssen,94,0,0,14,2,33,45
RS,Inhacorá,431041,-,14,1,13,0,0,0,0
RS,Ipê,431043,Pfizer,6.229,1.784,1.658,2.750,3,34,0
RS,Ipê,431043,Astrazeneca,4.950,2.360,2.342,221,27,0,0
RS,Ipê,431043,Coronavac,3.006,1.509,1.442,50,5,0,0
RS,Ipê,431043,Janssen,757,0,0,335,262,1,159
RS,Ipê,431043,-,30,2,20,7,1,0,0
RS,Ipiranga Do Sul,431046,Pfizer,1.599,383,418,793,0,3,2
RS,Ipiranga Do Sul,431046,Astrazeneca,1.428,721,695,2,10,0,0
RS,Ipiranga Do Sul,431046,Coronavac,982,485,455,41,0,1,0
RS,Ipiranga Do Sul,431046,Janssen,136,0,0,68,6,0,62
RS,Ipiranga Do Sul,431046,-,1,0,1,0,0,0,0
RS,Iraí,431050,Pfizer,6.752,1.816,1.701,3.212,5,18,0
RS,Iraí,431050,Astrazeneca,5.249,2.465,2.409,307,66,2,0
RS,Iraí,431050,Coronavac,3.514,1.766,1.742,6,0,0,0
RS,Iraí,431050,Janssen,684,0,0,333,137,1,213
RS,Itaara,431053,Pfizer,5.370,1.569,1.426,2.241,7,127,0
RS,Itaara,431053,Astrazeneca,3.999,1.824,1.803,345,27,0,0
RS,Itaara,431053,Coronavac,2.296,1.197,1.099,0,0,0,0
RS,Itaara,431053,Janssen,401,0,0,179,86,0,136
RS,Itaara,431053,-,12,0,9,3,0,0,0
RS,Itacurubi,431055,Pfizer,2.761,852,698,1.111,0,100,0
RS,Itacurubi,431055,Astrazeneca,2.705,1.378,1.213,62,52,0,0
RS,Itacurubi,431055,Coronavac,1.254,663,590,1,0,0,0
RS,Itacurubi,431055,Janssen,326,0,0,227,28,1,70
RS,Itacurubi,431055,-,24,1,19,4,0,0,0
RS,Itapuca,431057,Pfizer,2.500,675,649,1.170,0,6,0
RS,Itapuca,431057,Astrazeneca,1.302,595,595,71,41,0,0
RS,Itapuca,431057,Coronavac,1.007,516,491,0,0,0,0
RS,Itapuca,431057,Janssen,154,0,0,90,14,0,50
RS,Itapuca,431057,-,16,0,16,0,0,0,0
RS,Itaqui,431060,Astrazeneca,36.032,18.210,16.363,1.196,135,128,0
RS,Itaqui,431060,Pfizer,27.024,8.158,6.704,10.701,41,1.420,0
RS,Itaqui,431060,Coronavac,9.806,5.008,4.796,1,1,0,0
RS,Itaqui,431060,Janssen,4.303,0,0,2.439,377,249,1.238
RS,Itati,431065,Pfizer,3.061,782,840,1.439,0,0,0
RS,Itati,431065,Astrazeneca,2.257,1.178,950,30,99,0,0
RS,Itati,431065,Coronavac,1.502,784,718,0,0,0,0
RS,Itati,431065,Janssen,204,0,0,110,1,2,91
RS,Itati,431065,-,18,0,18,0,0,0,0
RS,Itatiba Do Sul,431070,Pfizer,3.686,899,874,1.897,0,16,0
RS,Itatiba Do Sul,431070,Astrazeneca,2.840,1.287,1.242,262,49,0,0
RS,Itatiba Do Sul,431070,Coronavac,1.646,845,792,0,9,0,0
RS,Itatiba Do Sul,431070,Janssen,250,0,0,114,52,0,84
RS,Itatiba Do Sul,431070,-,30,10,20,0,0,0,0
RS,Ivorá,431075,Pfizer,2.543,555,529,1.456,1,2,0
RS,Ivorá,431075,Astrazeneca,1.640,722,717,16,185,0,0
RS,Ivorá,431075,Coronavac,1.083,557,526,0,0,0,0
RS,Ivorá,431075,Janssen,155,0,0,58,40,0,57
RS,Ivorá,431075,-,12,3,9,0,0,0,0
RS,Ivoti,431080,Pfizer,22.065,6.926,6.256,8.677,77,128,1
RS,Ivoti,431080,Astrazeneca,15.229,7.454,7.170,477,126,2,0
RS,Ivoti,431080,Coronavac,9.453,4.878,4.546,17,1,11,0
RS,Ivoti,431080,Janssen,2.419,0,0,1.421,288,7,703
RS,Ivoti,431080,-,8,0,7,1,0,0,0
RS,Jaboticaba,431085,Pfizer,4.054,1.073,995,1.983,0,3,0
RS,Jaboticaba,431085,Astrazeneca,2.669,1.303,1.245,121,0,0,0
RS,Jaboticaba,431085,Coronavac,1.901,961,890,48,0,2,0
RS,Jaboticaba,431085,Janssen,332,0,0,137,58,36,101
RS,Jaboticaba,431085,-,39,7,28,4,0,0,0
RS,Jacuizinho,431087,Pfizer,2.044,619,540,883,0,2,0
RS,Jacuizinho,431087,Astrazeneca,2.027,954,922,120,31,0,0
RS,Jacuizinho,431087,Coronavac,974,455,459,60,0,0,0
RS,Jacuizinho,431087,Janssen,139,0,0,62,2,0,75
RS,Jacutinga,431090,Pfizer,4.165,980,945,2.227,0,13,0
RS,Jacutinga,431090,Astrazeneca,2.442,1.204,1.189,0,49,0,0
RS,Jacutinga,431090,Coronavac,1.842,933,909,0,0,0,0
RS,Jacutinga,431090,Janssen,553,0,0,216,262,0,75
RS,Jacutinga,431090,-,16,0,16,0,0,0,0
RS,Jaguarão,431100,Astrazeneca,28.878,12.509,11.586,4.688,90,5,0
RS,Jaguarão,431100,Pfizer,18.535,5.312,4.307,8.813,6,97,0
RS,Jaguarão,431100,Coronavac,10.476,5.667,4.807,2,0,0,0
RS,Jaguarão,431100,Janssen,1.132,0,0,466,27,0,639
RS,Jaguarão,431100,-,12,0,12,0,0,0,0
RS,Jaguari,431110,Pfizer,12.277,2.756,2.655,6.794,37,35,0
RS,Jaguari,431110,Astrazeneca,9.512,4.294,4.274,526,416,2,0
RS,Jaguari,431110,Coronavac,5.895,2.987,2.908,0,0,0,0
RS,Jaguari,431110,Janssen,770,0,0,349,87,0,334
RS,Jaguari,431110,-,83,8,75,0,0,0,0
RS,Jaquirana,431112,Pfizer,4.925,1.579,1.523,1.797,0,26,0
RS,Jaquirana,431112,Astrazeneca,2.867,1.271,1.262,288,46,0,0
RS,Jaquirana,431112,Coronavac,1.630,835,794,1,0,0,0
RS,Jaquirana,431112,Janssen,765,0,0,494,173,0,98
RS,Jaquirana,431112,-,50,11,39,0,0,0,0
RS,Jari,431113,Pfizer,3.630,1.030,936,1.071,0,593,0
RS,Jari,431113,Astrazeneca,2.471,1.156,1.058,256,0,1,0
RS,Jari,431113,Coronavac,1.444,766,663,12,0,3,0
RS,Jari,431113,Janssen,195,0,0,54,4,59,78
RS,Jari,431113,-,36,5,29,2,0,0,0
RS,Jóia,431115,Astrazeneca,6.403,2.892,2.802,657,52,0,0
RS,Jóia,431115,Pfizer,5.852,1.676,1.499,2.612,22,43,0
RS,Jóia,431115,Coronavac,3.945,2.050,1.892,3,0,0,0
RS,Jóia,431115,Janssen,599,0,0,273,127,0,199
RS,Jóia,431115,-,24,3,21,0,0,0,0
RS,Júlio De Castilhos,431120,Pfizer,19.591,5.868,5.183,8.401,0,139,0
RS,Júlio De Castilhos,431120,Astrazeneca,14.119,6.391,6.324,1.181,119,104,0
RS,Júlio De Castilhos,431120,Coronavac,9.238,4.737,4.429,72,0,0,0
RS,Júlio De Castilhos,431120,Janssen,1.435,530,0,779,22,101,3
RS,Lagoa Bonita Do Sul,431123,Pfizer,2.523,620,591,1.304,0,8,0
RS,Lagoa Bonita Do Sul,431123,Astrazeneca,2.152,1.015,994,143,0,0,0
RS,Lagoa Bonita Do Sul,431123,Coronavac,1.147,583,535,29,0,0,0
RS,Lagoa Bonita Do Sul,431123,Janssen,133,0,0,62,0,0,71
RS,Lagoa Bonita Do Sul,431123,-,36,6,30,0,0,0,0
RS,Lagoa Dos Três Cantos,431127,Pfizer,1.986,492,480,998,0,16,0
RS,Lagoa Dos Três Cantos,431127,Astrazeneca,1.263,673,590,0,0,0,0
RS,Lagoa Dos Três Cantos,431127,Coronavac,959,489,470,0,0,0,0
RS,Lagoa Dos Três Cantos,431127,Janssen,277,0,0,173,57,0,47
RS,Lagoa Dos Três Cantos,431127,-,15,0,15,0,0,0,0
RS,Lagoa Vermelha,431130,Pfizer,29.526,10.152,9.201,10.049,25,99,0
RS,Lagoa Vermelha,431130,Astrazeneca,17.735,8.786,8.617,332,0,0,0
RS,Lagoa Vermelha,431130,Coronavac,10.808,5.141,4.780,810,46,31,0
RS,Lagoa Vermelha,431130,Janssen,2.592,0,0,1.480,311,33,768
RS,Lagoa Vermelha,431130,-,167,1,165,1,0,0,0
RS,Lagoão,431125,Pfizer,5.516,1.418,1.355,2.737,0,6,0
RS,Lagoão,431125,Astrazeneca,4.511,2.165,2.128,159,55,4,0
RS,Lagoão,431125,Coronavac,2.267,1.185,1.079,3,0,0,0
RS,Lagoão,431125,Janssen,417,0,0,233,21,0,163
RS,Lagoão,431125,-,75,13,61,1,0,0,0
RS,Lajeado,431140,Pfizer,74.227,26.496,21.899,25.213,2,617,0
RS,Lajeado,431140,Astrazeneca,51.131,25.920,24.788,423,0,0,0
RS,Lajeado,431140,Coronavac,40.638,21.578,19.030,24,0,6,0
RS,Lajeado,431140,Janssen,8.869,4,1,4.743,847,38,3.236
RS,Lajeado Do Bugre,431142,Pfizer,2.500,800,712,966,2,20,0
RS,Lajeado Do Bugre,431142,Astrazeneca,1.566,738,715,113,0,0,0
RS,Lajeado Do Bugre,431142,Coronavac,1.064,542,522,0,0,0,0
RS,Lajeado Do Bugre,431142,Janssen,190,0,0,106,17,0,67
RS,Lajeado Do Bugre,431142,-,13,3,10,0,0,0,0
RS,Lavras Do Sul,431150,Astrazeneca,7.877,3.642,3.441,706,34,54,0
RS,Lavras Do Sul,431150,Pfizer,6.029,1.600,1.376,2.833,10,210,0
RS,Lavras Do Sul,431150,Coronavac,2.594,1.327,1.157,79,31,0,0
RS,Lavras Do Sul,431150,Janssen,739,0,0,273,220,31,215
RS,Lavras Do Sul,431150,-,48,1,34,13,0,0,0
RS,Liberato Salzano,431160,Pfizer,4.984,1.356,1.232,2.355,2,39,0
RS,Liberato Salzano,431160,Astrazeneca,3.500,1.651,1.623,225,0,1,0
RS,Liberato Salzano,431160,Coronavac,3.145,1.589,1.548,0,3,5,0
RS,Liberato Salzano,431160,Janssen,545,0,0,273,53,4,215
RS,Lindolfo Collor,431162,Pfizer,5.203,1.878,1.964,1.340,2,19,0
RS,Lindolfo Collor,431162,Astrazeneca,3.188,1.627,1.322,238,0,1,0
RS,Lindolfo Collor,431162,Coronavac,2.816,1.430,1.206,171,9,0,0
RS,Lindolfo Collor,431162,Janssen,462,0,0,268,12,0,182
RS,Lindolfo Collor,431162,-,37,7,24,5,1,0,0
RS,Linha Nova,431164,Pfizer,1.570,447,437,680,0,6,0
RS,Linha Nova,431164,Astrazeneca,1.092,533,529,30,0,0,0
RS,Linha Nova,431164,Coronavac,848,429,414,5,0,0,0
RS,Linha Nova,431164,Janssen,196,0,0,106,40,0,50
RS,Linha Nova,431164,-,10,0,10,0,0,0,0
RS,Maçambará,431171,Pfizer,4.262,1.465,1.268,1.501,0,28,0
RS,Maçambará,431171,Astrazeneca,2.482,1.201,1.181,67,33,0,0
RS,Maçambará,431171,Coronavac,1.711,906,803,2,0,0,0
RS,Maçambará,431171,Janssen,502,0,0,360,5,5,132
RS,Maçambará,431171,-,48,15,33,0,0,0,0
RS,Machadinho,431170,Pfizer,5.705,1.669,1.519,2.420,66,31,0
RS,Machadinho,431170,Astrazeneca,3.422,1.684,1.649,88,0,1,0
RS,Machadinho,431170,Coronavac,3.231,1.685,1.544,2,0,0,0
RS,Machadinho,431170,Janssen,601,0,0,309,137,1,154
RS,Machadinho,431170,-,53,11,41,1,0,0,0
RS,Mampituba,431173,Pfizer,3.222,1.029,878,1.279,11,25,0
RS,Mampituba,431173,Astrazeneca,2.127,1.030,1.000,30,67,0,0
RS,Mampituba,431173,Coronavac,1.237,644,590,3,0,0,0
RS,Mampituba,431173,Janssen,227,0,0,149,0,5,73
RS,Mampituba,431173,-,30,0,30,0,0,0,0
RS,Manoel Viana,431175,Pfizer,7.626,2.187,2.004,3.401,9,25,0
RS,Manoel Viana,431175,Astrazeneca,5.206,2.437,2.384,198,187,0,0
RS,Manoel Viana,431175,Coronavac,3.511,1.808,1.703,0,0,0,0
RS,Manoel Viana,431175,Janssen,748,0,0,461,93,0,194
RS,Manoel Viana,431175,-,35,4,31,0,0,0,0
RS,Maquiné,431177,Pfizer,7.507,2.093,1.836,3.569,2,7,0
RS,Maquiné,431177,Astrazeneca,5.377,2.546,2.498,115,218,0,0
RS,Maquiné,431177,Coronavac,3.624,1.889,1.733,1,1,0,0
RS,Maquiné,431177,Janssen,376,0,0,149,0,17,210
RS,Maquiné,431177,-,28,0,28,0,0,0,0
RS,Maratá,431179,Pfizer,2.426,660,600,1.152,0,14,0
RS,Maratá,431179,Astrazeneca,2.068,1.045,1.023,0,0,0,0
RS,Maratá,431179,Coronavac,1.396,693,681,22,0,0,0
RS,Maratá,431179,Janssen,185,0,0,101,5,0,79
RS,Maratá,431179,-,14,5,9,0,0,0,0
RS,Marau,431180,Pfizer,40.293,12.320,11.653,16.192,0,128,0
RS,Marau,431180,Astrazeneca,30.566,15.265,13.586,1.715,0,0,0
RS,Marau,431180,Coronavac,16.331,8.363,7.745,223,0,0,0
RS,Marau,431180,Janssen,4.127,0,0,2.002,122,797,1.206
RS,Marcelino Ramos,431190,Pfizer,4.018,1.158,1.024,1.833,0,3,0
RS,Marcelino Ramos,431190,Astrazeneca,3.636,1.657,1.590,252,137,0,0
RS,Marcelino Ramos,431190,Coronavac,2.378,1.211,1.148,19,0,0,0
RS,Marcelino Ramos,431190,Janssen,246,0,0,146,0,0,100
RS,Marcelino Ramos,431190,-,1,0,0,1,0,0,0
RS,Mariana Pimentel,431198,Pfizer,4.177,1.084,1.141,1.759,22,171,0
RS,Mariana Pimentel,431198,Astrazeneca,2.740,1.397,1.166,116,57,4,0
RS,Mariana Pimentel,431198,Coronavac,2.232,1.100,1.050,79,0,3,0
RS,Mariana Pimentel,431198,Janssen,347,0,0,123,81,50,93
RS,Mariana Pimentel,431198,-,28,0,5,21,1,1,0
RS,Mariano Moro,431200,Pfizer,2.201,473,485,944,0,299,0
RS,Mariano Moro,431200,Astrazeneca,1.652,852,800,0,0,0,0
RS,Mariano Moro,431200,Coronavac,981,506,473,2,0,0,0
RS,Mariano Moro,431200,Janssen,85,0,0,28,0,1,56
RS,Mariano Moro,431200,-,6,2,3,1,0,0,0
RS,Marques De Souza,431205,Pfizer,4.299,967,901,2.423,5,3,0
RS,Marques De Souza,431205,Coronavac,2.794,1.413,1.321,38,22,0,0
RS,Marques De Souza,431205,Astrazeneca,2.678,1.308,1.295,25,50,0,0
RS,Marques De Souza,431205,Janssen,322,0,0,188,32,0,102
RS,Marques De Souza,431205,-,22,3,19,0,0,0,0
RS,Mata,431210,Pfizer,5.462,1.525,1.485,2.429,0,23,0
RS,Mata,431210,Astrazeneca,3.627,1.550,1.553,407,117,0,0
RS,Mata,431210,Coronavac,2.130,1.074,1.054,2,0,0,0
RS,Mata,431210,Janssen,427,0,0,252,65,0,110
RS,Mata,431210,-,30,8,14,8,0,0,0
RS,Mato Castelhano,431213,Pfizer,3.339,967,894,1.420,48,10,0
RS,Mato Castelhano,431213,Astrazeneca,1.484,721,728,23,12,0,0
RS,Mato Castelhano,431213,Coronavac,976,495,481,0,0,0,0
RS,Mato Castelhano,431213,Janssen,164,0,0,79,4,0,81
RS,Mato Castelhano,431213,-,5,0,5,0,0,0,0
RS,Mato Leitão,431215,Pfizer,5.467,1.647,1.495,2.292,20,13,0
RS,Mato Leitão,431215,Astrazeneca,3.268,1.498,1.495,237,38,0,0
RS,Mato Leitão,431215,Coronavac,2.146,1.107,1.039,0,0,0,0
RS,Mato Leitão,431215,Janssen,253,0,0,112,0,0,141
RS,Mato Leitão,431215,-,26,4,22,0,0,0,0
RS,Mato Queimado,431217,Pfizer,2.029,477,454,1.074,17,7,0
RS,Mato Queimado,431217,Astrazeneca,1.157,549,539,56,13,0,0
RS,Mato Queimado,431217,Coronavac,1.015,515,500,0,0,0,0
RS,Mato Queimado,431217,Janssen,153,0,0,60,24,1,68
RS,Mato Queimado,431217,-,7,1,6,0,0,0,0
RS,Maximiliano De Almeida,431220,Pfizer,4.600,1.255,1.195,2.102,0,48,0
RS,Maximiliano De Almeida,431220,Astrazeneca,3.112,1.514,1.489,53,56,0,0
RS,Maximiliano De Almeida,431220,Coronavac,1.960,988,972,0,0,0,0
RS,Maximiliano De Almeida,431220,Janssen,217,0,0,114,0,0,103
RS,Maximiliano De Almeida,431220,-,10,1,8,1,0,0,0
RS,Minas Do Leão,431225,Pfizer,7.605,2.556,2.113,2.557,56,323,0
RS,Minas Do Leão,431225,Astrazeneca,5.074,2.481,2.192,304,0,97,0
RS,Minas Do Leão,431225,Coronavac,4.199,2.033,1.755,386,0,25,0
RS,Minas Do Leão,431225,Janssen,367,0,0,134,18,39,176
RS,Minas Do Leão,431225,-,146,69,77,0,0,0,0
RS,Miraguaí,431230,Pfizer,4.783,1.544,1.393,1.844,0,2,0
RS,Miraguaí,431230,Astrazeneca,3.402,1.601,1.578,219,4,0,0
RS,Miraguaí,431230,Coronavac,2.581,1.299,1.192,90,0,0,0
RS,Miraguaí,431230,Janssen,459,0,0,257,78,0,124
RS,Miraguaí,431230,-,41,6,35,0,0,0,0
RS,Montauri,431235,Pfizer,1.965,492,525,940,0,8,0
RS,Montauri,431235,Astrazeneca,1.158,583,519,56,0,0,0
RS,Montauri,431235,Coronavac,712,362,350,0,0,0,0
RS,Montauri,431235,Janssen,55,0,0,23,0,0,32
RS,Montauri,431235,-,10,1,9,0,0,0,0
RS,Monte Alegre Dos Campos,431237,Pfizer,3.531,1.055,903,1.095,2,476,0
RS,Monte Alegre Dos Campos,431237,Astrazeneca,2.253,1.150,1.100,2,0,1,0
RS,Monte Alegre Dos Campos,431237,Coronavac,1.688,813,757,58,0,60,0
RS,Monte Alegre Dos Campos,431237,Janssen,260,0,0,98,5,64,93
RS,Monte Alegre Dos Campos,431237,-,33,9,24,0,0,0,0
RS,Monte Belo Do Sul,431238,Pfizer,2.987,827,800,1.350,0,10,0
RS,Monte Belo Do Sul,431238,Astrazeneca,1.867,867,870,130,0,0,0
RS,Monte Belo Do Sul,431238,Coronavac,1.304,659,645,0,0,0,0
RS,Monte Belo Do Sul,431238,Janssen,464,0,0,282,115,0,67
RS,Monte Belo Do Sul,431238,-,11,4,7,0,0,0,0
RS,Montenegro,431240,Pfizer,58.382,19.296,17.091,21.632,146,217,0
RS,Montenegro,431240,Astrazeneca,44.317,20.572,19.342,4.309,83,11,0
RS,Montenegro,431240,Coronavac,34.654,16.957,15.601,1.970,0,126,0
RS,Montenegro,431240,Janssen,6.985,0,0,3.627,407,122,2.829
RS,Montenegro,431240,-,33,6,23,3,0,1,0
RS,Mormaço,431242,Pfizer,2.450,824,697,586,2,341,0
RS,Mormaço,431242,Astrazeneca,2.169,1.016,984,63,6,100,0
RS,Mormaço,431242,Coronavac,1.188,613,575,0,0,0,0
RS,Mormaço,431242,Janssen,180,0,0,70,2,25,83
RS,Mormaço,431242,-,2,0,2,0,0,0,0
RS,Morrinhos Do Sul,431244,Pfizer,3.482,834,799,1.703,70,76,0
RS,Morrinhos Do Sul,431244,Astrazeneca,2.396,1.232,1.164,0,0,0,0
RS,Morrinhos Do Sul,431244,Coronavac,1.660,923,736,1,0,0,0
RS,Morrinhos Do Sul,431244,Janssen,239,0,0,92,32,10,105
